doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper,is_review_paper,curated_data_modalities_used,modalities_general,tissue,disease,animal
10.1101/2023.08.14.553002,37645752,Integrated spatial transcriptomics and lipidomics of precursor lesions of pancreatic cancer identifies enrichment of long chain sulfatide biosynthesis as an early metabolic alteration.,application,relevant,Intraductal papillary mucinous neoplasms (IPMN) and pancreatic ductal adenocarcinoma (PDAC),"['spatial transcriptomics', 'spatial metabolomics', 'MALDI-MS', 'Visium', 'lipidomics', 'cystic fluid analysis', 'single-cell transcriptomics', 'bulk transcriptomics']",weak_llm_annotated,2025-06-27T11:30:12.676528,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Integration with other omics']",N/A,This study integrates spatial transcriptomics and lipidomics to identify early metabolic alterations in pancreatic cancer precursor lesions (IPMN). It highlights the enrichment of long-chain sulfatide biosynthesis as a key early event and proposes targeting this pathway as a potential therapeutic strategy.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'general_spatial_metabolomics', 'analysis_related_terms', 'general_transcriptomics', '10x_Genomics_Visium', 'other_methods', 'general_metabolomics']","['metabolomics', 'analysis_related_terms', 'transcriptomics', 'spatial_transcriptomics', 'other_methods', 'spatial metabolomics']",Pancreas,Cancer (General),
10.1038/s42003-023-05250-x,37640823,Spatial Metabolomics Reveals the Multifaceted Nature of Lamprey Buccal Gland and Its Diverse Mechanisms for Blood-Feeding.,application,relevant,Lamprey buccal gland and its role in blood-feeding,['metabolomics'],weak_llm_annotated,2025-06-27T11:30:36.359064,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,To analyze the metabolic profiles of lamprey tissues to understand the role of the buccal gland in blood-feeding. The study identified prostaglandins and kynurenine pathway metabolites as key components that assist in blood feeding by modulating host vascular reactivity. A spatial metabolomics database was also constructed.,['https://www.lampreydb.com'],GitHub link provided,https://www.lampreydb.com,,,,,['general_metabolomics'],['metabolomics'],Blood/Immune System,,
10.3390/ijms241612625,37628806,Spatial Transcriptomic Analysis of Focal and Normal Areas of Myocyte Disarray in Human Hypertrophic Cardiomyopathy.,application,relevant,Human Hypertrophic Cardiomyopathy (HCM),"['spatial transcriptomics', 'Human Cancer Transcriptome Atlas', 'snRNA-seq', 'histology images']",weak_llm_annotated,2025-06-27T11:31:06.296096,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Differential expression analysis', 'Functional enrichment analysis', 'Ligand-receptor pair analysis', 'Deconvolution analysis']",N/A,"To identify focal and spatially restricted transcriptional alterations in Hypertrophic Cardiomyopathy (HCM) by comparing areas of myocyte disarray with normal tissue using spatial transcriptomics. The study aimed to reveal novel therapeutic targets by analyzing gene expression changes, cellular composition, and signaling pathways within HCM tissue. The findings identify potential disease-modifying targets for HCM therapy.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'general_transcriptomics', 'Single-nucleus_RNA-seq(snRNA-seq)']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Heart,,Human
10.1172/JCI170341,37616058,Endogenous adenine mediates kidney injury in diabetic models and predicts diabetic kidney disease in patients.,application,relevant,Diabetic kidney disease (DKD),"['spatial metabolomics', 'single-cell transcriptomics', 'urine analysis', 'histology images']",weak_llm_annotated,2025-06-27T11:31:42.000990,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Metabolomics', 'Single-cell transcriptomics', 'Spatial Gene Expression Analysis']",N/A,This paper investigates the role of endogenous adenine in diabetic kidney disease (DKD). It proposes that adenine is a causative factor in DKD and identifies the urine adenine/creatinine ratio (UAdCR) as a predictive biomarker for DKD progression. The study uses spatial metabolomics and single-cell transcriptomics to understand adenine's mechanism of action in kidney pathology.,[],Not mentioned,N/A,,,,,"['analysis_related_terms', 'Histology_Images', 'general_transcriptomics', 'general_spatial_metabolomics']","['analysis_related_terms', 'transcriptomics', 'spatial metabolomics', 'histology']",Kidney,,
10.1111/tpj.16421,37608631,Strigolactones repress nodule development and senescence in pea.,application,relevant,Rhizobium-legume nodule symbiosis in Pisum sativum (pea),"['histology images', 'spatial metabolomics', 'light-sheet microscopy']",weak_llm_annotated,2025-06-27T11:31:47.944041,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study investigates the impact of strigolactone biosynthesis and signaling mutants on nodule growth and development in pea plants. It utilizes mutant analysis and spatial metabolomics to understand how strigolactones affect nodule maturation, nitrogen fixation, and gene expression.",[],Not mentioned,N/A,,,,,"['Histology_Images', 'general_spatial_metabolomics']","['histology', 'spatial metabolomics']",,,
10.1172/jci.insight.167007,37606037,Metabolic heterogeneity in adrenocortical carcinoma impacts patient outcomes.,application,relevant,Adrenocortical carcinoma (ACC),"['spatial metabolomics', 'MALDI Fourier transform ion cyclotron resonance mass spectrometry imaging', 'histology images']",weak_llm_annotated,2025-06-27T11:31:53.925212,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Domain Identification', 'Clustering', 'Correlation of spatial features with outcomes']",N/A,This paper investigates metabolic heterogeneity in adrenocortical carcinoma (ACC) using spatial metabolomics. It aims to identify metabolic subpopulations and assess their correlation with patient outcomes and potential impact on chemotherapy. The study uses MALDI-FT-ICR-MS imaging to assess metabolic diversity and identify prognostic factors.,[],Not mentioned,N/A,,,,,"['Histology_Images', 'Immunofluorescence(IF)', 'general_spatial_metabolomics']","['histology', 'spatial_proteomics', 'spatial metabolomics']",,Cancer (General),
10.1152/ajplung.00154.2023,37605849,Molecular insights using spatial transcriptomics of the distal lung in congenital diaphragmatic hernia.,application,relevant,Congenital diaphragmatic hernia (CDH) distal lung in neonates,"['spatial transcriptomics', 'Nanostring GeoMx platform', 'histology images']",weak_llm_annotated,2025-06-27T11:31:59.930082,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Spatial Domain Identification']",N/A,"This study uses spatial transcriptomics to identify distinct transcriptomic profiles in the distal lung parenchyma of CDH patients compared to controls. It highlights differences in gene expression related to alveolar epithelial cells, angiogenesis, response to vitamin A, coagulation, and TNF-alpha signaling. The research also identifies sex-specific differences in CDH lungs and is the first to apply spatial transcriptomics to CDH patients.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'GeoMx_Digital_Spatial_Profiling']","['spatial_transcriptomics', 'histology', 'spatial multiomics']",Lung,,
10.1002/ctm2.1381,37605313,Regulatory roles of Osteopontin in lung epithelial inflammation and epithelial-telocyte interaction.,application,relevant,"Lung epithelial inflammation and injury, including acute lung injury and chronic obstructive pulmonary disease (COPD)","['spatial transcriptomics', 'cytokine measurements']",weak_llm_annotated,2025-06-27T11:32:17.740694,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,"This study aims to explore the mechanisms by which Osteopontin (OPN) regulates lung epithelial inflammation and the interaction between epithelial cells and telocytes in acute and chronic lung injury. The research investigates the role of OPN in OPN-knockdown or over-expressed bronchial epithelia and in OPN knockout animal models, assessing its effects on inflammatory responses and cell communication.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms']","['spatial_transcriptomics', 'irrelevant_terms']",Lung,Inflammatory Disease,
10.1038/s41556-023-01208-7,37605008,MacroH2A restricts inflammatory gene expression in melanoma cancer-associated fibroblasts by coordinating chromatin looping.,application,relevant,"Melanoma and its tumor microenvironment, specifically focusing on cancer-associated fibroblasts.","['spatial transcriptomics', 'single cell transcriptomics', 'histology images']",weak_llm_annotated,2025-06-27T11:32:23.650628,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study investigates the role of macroH2A variants in melanoma cancer-associated fibroblasts (CAFs). It demonstrates that macroH2A deficiency leads to increased inflammatory gene expression in CAFs, driven by altered chromatin looping, which in turn promotes tumor growth and suppresses anti-tumor immunity. The findings highlight a stromal role for macroH2A in regulating the tumor microenvironment.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'general_transcriptomics']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Skin,Cancer (General),
10.1016/j.ajog.2023.08.012,37598997,Zika virus co-opts microRNA networks to persist in placental niches detected by spatial transcriptomics.,application,relevant,"Zika virus infection and persistence in the placenta, leading to congenital infection and fetal pathogenesis.","['spatial transcriptomics', 'Argonaute high-throughput sequencing ultraviolet-crosslinking and immunoprecipitation', 'bulk RNA-sequencing', 'sequencing', 'histology images']",weak_llm_annotated,2025-06-27T11:32:53.020136,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Domain Identification', 'Spatial Gene Expression Analysis', 'Clustering']",Visium,"The study aimed to test the hypothesis that Zika virus functionally disrupts placental microRNAs, enabling viral persistence and fetal pathogenesis. The researchers investigated how Zika virus persists in the placenta without causing overt inflammation by analyzing microRNA alterations and their targets in human and murine models. They used spatial transcriptomics to identify Zika virus-specific placental niches and found that enhancing RNA interference pathways with enoxacin rescued Zika virus-associated pathogenesis.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Bulk_RNAseq', 'other_methods', 'TCR_related']","['spatial_transcriptomics', 'histology', 'transcriptomics', 'other_methods']",Placenta,Infectious Disease,
10.1016/j.talanta.2023.125060,37598445,Illustrate the distribution and metabolic regulatory effects of pterostilbene in cerebral ischemia-reperfusion rat brain by mass spectrometry imaging and spatial metabolomics.,application,relevant,Cerebral ischemia-reperfusion injury in rats,"['mass spectrometry imaging', 'spatial metabolomics']",weak_llm_annotated,2025-06-27T11:32:58.806877,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study investigates the distribution and metabolic regulatory effects of pterostilbene in a rat model of cerebral ischemia-reperfusion. It applies mass spectrometry imaging and spatial metabolomics to understand pterostilbene's mechanism against brain injury, focusing on microcirculation, infarct volume, neurological function, and metabolic pathways.",[],Not mentioned,N/A,,,,,"['Mass_Spectrometry_Imaging', 'general_spatial_metabolomics']",['spatial metabolomics'],Nervous System (Brain/CNS),Cardiovascular Disease,Rodent
10.1038/s41467-023-40271-4,37596273,Spatial transcriptomics reveals distinct and conserved tumor core and edge architectures that predict survival and targeted therapy response.,application,relevant,HPV-negative oral squamous cell carcinoma (OSCC),"['spatial transcriptomics', 'single-cell transcriptomics', 'histology images']",weak_llm_annotated,2025-06-27T11:33:04.795947,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Spatial Domain Identification']",N/A,"This study characterizes distinct tumor core and leading edge transcriptional architectures in HPV-negative oral squamous cell carcinoma using spatial and single-cell transcriptomics. It identifies conserved and tissue-specific gene expression profiles associated with these architectures, linking them to clinical outcomes and drug response.","['http://www.pboselab.ca/spatial_OSCC/', 'http://www.pboselab.ca/dynamo_OSCC/']",GitHub link provided,http://www.pboselab.ca/spatial_OSCC/; http://www.pboselab.ca/dynamo_OSCC/,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'general_transcriptomics']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Oral/Pharyngeal/Head & Neck,Cancer (General),
10.1002/art.42674,37584284,Role and Therapeutic Potential for Targeting Fibroblast Growth Factor 10/FGFR1 in Relapsed Rheumatoid Arthritis.,application,relevant,Relapsed Rheumatoid Arthritis,"['single-cell RNA sequencing', 'spatial transcriptomics', 'quantitative real-time PCR', 'multiplex immunohistochemistry', 'collagen-induced arthritis model in rats', 'primary human-derived pannus cell culture']",weak_llm_annotated,2025-06-27T11:33:52.403279,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Clustering']",N/A,"This study investigated the role and therapeutic potential of targeting Fibroblast Growth Factor 10 (FGF10)/FGFR1 in relapsed Rheumatoid Arthritis (RA). By combining scRNA-seq and spatial transcriptomics on patient samples, the researchers identified key signaling pathways dysregulated in relapsed RA, specifically highlighting the FGF pathway. They further validated these findings and demonstrated therapeutic efficacy of an FGFR1 inhibitor in a rat model, suggesting FGF10/FGFR1 as a potential therapeutic target for relapsed RA.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms', 'Immunohistochemistry(IHC)', 'Single-cell_RNA-seq(scRNA-seq)', 'other_methods']","['irrelevant_terms', 'transcriptomics', 'spatial_transcriptomics', 'other_methods', 'spatial_proteomics']",Bone/Joint,Inflammatory Disease,
