doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper
10.1172/JCI183708,39225095,Type 1 innate lymphoid cells: a biomarker and therapeutic candidate in sarcoidosis.,application,relevant,Sarcoidosis,"['scRNA-seq', 'spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T12:50:04.670156,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification']",N/A,"This paper investigates the role of type 1 innate lymphoid cells (ILC1s) in sarcoidosis. It identifies an accumulation of ILC1s and a CXCL12/CXCR4 axis in sarcoidosis skin samples, and demonstrates their contribution to granuloma formation in a mouse model. The findings suggest ILC1s as potential diagnostic biomarkers and therapeutic targets for sarcoidosis.",[],Not mentioned,N/A,,,
10.1016/j.gendis.2023.101163,39224111,"Single-cell spatial transcriptomics in cardiovascular development, disease, and medicine.",review,relevant,"Cardiovascular development, disease, and medicine","['single-cell RNA sequencing', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T12:50:10.567675,models/gemini-2.5-flash-lite-preview-06-17,False,False,application_review,N/A,[],N/A,This paper introduces the main methods of RNA-seq and spatial transcriptomics analysis and highlights the latest advances in cardiovascular research. It discusses how single-cell RNA sequencing and spatial transcriptomics improve the understanding of cardiovascular phylogeny and diseases. The aim is to facilitate precise individualized treatment of CVDs by combining spatial and temporal characterization with multidisciplinary techniques.,[],Not mentioned,N/A,,,
10.1016/j.ajpath.2024.08.008,39222909,Spatial Transcriptomics Reveals the Transcriptomic Signatures in a Mouse Model of Pediatric Metabolic Dysfunction-Associated Steatohepatitis.,application,relevant,Pediatric metabolic dysfunction-associated steatohepatitis (MASH) in mice,"['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T12:50:16.376926,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"To develop and characterize a mouse model of pediatric MASH using spatial transcriptomics. The study aimed to identify transcriptomic signatures associated with the disease and explore potential links to disease pathogenesis, such as the role of cytochrome P450 2E1.",[],Not mentioned,N/A,,,
10.1007/s13246-024-01472-3,39222215,Reconstruction residual network with a fused spatial-channel attention mechanism for automatically classifying diabetic foot ulcer.,method,irrelevant,Diabetic foot ulcer (DFU) classification,['histology images'],weak_llm_annotated,2025-06-26T12:50:22.269026,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Image Processing', 'Classification']",N/A,"The paper proposes a reconstruction residual network with a fused spatial-channel attention mechanism (FARRNet) for automatically classifying diabetic foot ulcers (DFUs). The model aims to improve feature extraction and classification accuracy, especially in data-imbalanced scenarios, making it suitable for medical diagnosis environments with limited resources.",[],Not mentioned,N/A,,,
10.1016/j.heliyon.2024.e35620,39220921,Feasibility of using electrodermal activity responses to assess level of crowdedness of pedestrian paths.,other,irrelevant,N/A,[],weak_llm_annotated,2025-06-26T12:50:28.062123,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study explores the feasibility of assessing the crowdedness levels of pedestrian paths by measuring subjects' physiological responses (electrodermal activity) to visual stimuli of different pedestrian traffic flows. The findings suggest that EDA data can differentiate crowdedness levels, contributing to a novel, quantitative method for gauging pedestrian path crowdedness.",[],Not mentioned,N/A,,,
10.1242/jcs.261950,39219476,Gut Analysis Toolbox - automating quantitative analysis of enteric neurons.,method,highly_relevant,Enteric nervous system (ENS) research,"['two-dimensional images of GI wholemount preparations', 'immunofluorescence']",weak_llm_annotated,2025-06-26T12:50:34.090659,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,"['Cell Segmentation', 'Spatial Gene Expression Analysis', 'Visualization']",Gut Analysis Toolbox (GAT),"This paper introduces the Gut Analysis Toolbox (GAT), a user-friendly image analysis tool developed in Fiji for the quantitative analysis of enteric neurons and their neurochemical coding in GI wholemount preparations. GAT utilizes custom deep learning models for rapid and accurate segmentation and enables proximal neighbor-based spatial analysis. It aims to streamline routine image analysis tasks in ENS research, enhancing throughput and allowing unbiased analysis of larger tissue areas.",[],Not mentioned,N/A,,,
10.1186/s12974-024-03206-4,39217343,Microglia LILRB4 upregulation reduces brain damage after acute ischemic stroke by limiting CD8<sup>+</sup> T cell recruitment.,application,relevant,Acute ischemic stroke in mice,"['spatial transcriptomics', 'single-cell RNA sequencing', 'flow cytometry', 'immunofluorescence staining']",weak_llm_annotated,2025-06-26T12:50:40.134731,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Clustering', 'Cell-Cell Interaction Analysis']",N/A,This study investigates the role of LILRB4 in modulating the immune response and its potential protective effects against ischemic brain injury in mice. It demonstrates that LILRB4 in microglia plays a crucial role in moderating the post-stroke immune response by controlling CD8+ T cell infiltration and activation. The findings highlight the therapeutic potential of targeting LILRB4 for mitigating immune-mediated damage in ischemic stroke.,[],Not mentioned,N/A,,,
10.1369/00221554241274856,39215640,Making Multiplexed Imaging Flexible: Combining Essential Markers With Established Antibody Panels.,method,relevant,N/A,"['immunofluorescence', 'multiplexed imaging', 'FFPE', 'fresh frozen', 'spatial proteomics']",weak_llm_annotated,2025-06-26T12:50:46.114387,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,workflow,"['Preprocessing', 'Visualization']",N/A,"This paper demonstrates a protocol for combining manual indirect immunofluorescence with commercially pre-conjugated antibody panels on the PhenoCycler platform. The workflow is detailed for both fresh frozen and FFPE tissue sections, including image coregistration. The goal is to make multiplexed imaging more flexible by integrating essential markers with established antibody panels.",[],Not mentioned,N/A,,,
10.1186/s12967-024-05606-9,39215354,Re-analysis of single cell and spatial transcriptomics data reveals B cell landscape in gastric cancer microenvironment and its potential crosstalk with tumor cells for clinical prognosis.,application,relevant,Gastric cancer microenvironment,"['single-cell RNA', 'spatial transcriptomics', 'multiple immunofluorescence', 'flow cytometry', 'immunotherapy datasets']",weak_llm_annotated,2025-06-26T12:50:52.233400,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Clustering', 'Trajectory Inference', 'Visualization']",N/A,"This study aimed to explore the B cell landscape in the gastric cancer microenvironment and its potential crosstalk with tumor cells for clinical prognosis. It identified B cell subpopulations, differentiation trajectories, and co-localization patterns with tumor cells. The research also highlighted the CCL28-CCR10 signaling axis as a key player in tumor cell-B cell communication and the LAMA/CD44 axis as a potential prognostic marker for immunotherapy.",[],Not mentioned,N/A,,,
10.1038/s41577-024-01084-8,39215056,Combining spatial metabolomics and proteomics profiling of single cells.,review,relevant,N/A,"['spatial metabolomics', 'spatial proteomics', 'single-cell analysis']",weak_llm_annotated,2025-06-26T12:50:58.227586,models/gemini-2.5-flash-lite-preview-06-17,False,False,methods_review,N/A,"['spatial metabolomics', 'spatial proteomics', 'single-cell analysis']",N/A,This paper reviews the emerging field of combining spatial metabolomics and proteomics profiling of single cells. It discusses the technical advancements and potential applications of these integrated approaches for gaining deeper biological insights.,[],Not mentioned,N/A,,,
10.1038/s41467-024-51728-5,39214995,"STIE: Single-cell level deconvolution, convolution, and clustering in in situ capturing-based spatial transcriptomics.",method,highly_relevant,N/A,"['histology images', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T12:51:04.029006,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Deconvolution', 'Clustering', 'Spatial Gene Expression Analysis']",STIE,"This paper presents STIE, an Expectation Maximization algorithm to achieve single-cell level deconvolution, convolution, and clustering for in situ capturing-based spatial transcriptomics. STIE aligns spatial transcriptomic data with histology images to recover missing cells and characterizes cell-type-specific gene expression.",[],Not mentioned,N/A,,,
10.1136/jitc-2024-009160,39214650,"Eganelisib combined with immune checkpoint inhibitor therapy and chemotherapy in frontline metastatic triple-negative breast cancer triggers macrophage reprogramming, immune activation and extracellular matrix reorganization in the tumor microenvironment.",application,relevant,Metastatic triple-negative breast cancer (mTNBC),"['multiplex immunofluorescence', 'spatial transcriptomics', 'PD-L1 immunohistochemistry', 'flow cytometry', 'multiplex cytokine analysis']",weak_llm_annotated,2025-06-26T12:51:10.102179,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This paper presents translational analyses from a phase 2 clinical trial (MARIO-3) evaluating eganelisib combined with atezolizumab and nab-paclitaxel in frontline metastatic triple-negative breast cancer. The study aimed to understand the mechanisms of action, focusing on macrophage reprogramming, immune activation, and extracellular matrix reorganization within the tumor microenvironment. The findings support the therapeutic rationale for combining eganelisib with immunotherapy and chemotherapy.","['NCT03961698', 'NCT02637531']",Not mentioned,N/A,,,
10.1016/j.ccell.2024.08.002,39214094,Distinct clinical outcomes and biological features of specific KRAS mutants in human pancreatic cancer.,application,relevant,Pancreatic cancer,"['spatial profiling', 'bulk RNA-sequencing', 'organoids']",weak_llm_annotated,2025-06-26T12:51:15.965998,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study examines the distinct clinical outcomes and biological features associated with specific KRAS mutations in human pancreatic cancer. It identifies that KRAS²G12R mutations are linked to earlier stage disease and improved survival compared to KRAS²G12D, exploring underlying biological mechanisms through spatial profiling and RNA-sequencing.",[],Not mentioned,N/A,,,
10.1101/2024.08.14.607986,39211101,Single-cell and spatial transcriptomics of vulvar lichen sclerosus reveal multi-compartmental alterations in gene expression and signaling cross-talk.,application,relevant,Vulvar lichen sclerosus (VLS),"['single-cell transcriptomics', 'spatial transcriptomics', 'organotypic culture']",weak_llm_annotated,2025-06-26T12:51:22.011601,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,"This study utilizes single-cell and spatial transcriptomics to analyze vulvar lichen sclerosus (VLS) lesions and controls. It reveals molecular and cellular heterogeneities and identifies unifying gene expression changes across cell types in VLS, highlighting cellular stress, T cell activation, aberrant signaling, and increased activation of IFN, JAK/STAT, and p53 pathways. The findings offer insights into VLS pathogenesis and potential therapeutic targets.",[],Not mentioned,N/A,,,
